,0
2717,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.
2718,It vanishes into seaweed and remains perfectly still to avoid attacks from large Pokémon. Rotten seaweed is its main food source.
2719,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off."
2720,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night."
2721,"Silently it glides, drawing near its targets. Before they even notice it, it begins to pelt them with vicious kicks."
2722,"It feels relaxed in tight, dark places and has been known to use its Trainer’s pocket or bag as a nest."
2723,"It sends its feathers, which are as sharp as blades, flying in attack. Its legs are strong, so its kicks are also formidable."
2724,"Loving to battle, this Pokémon pinches all Pokémon that enter its territory with its pincers and throws them out."
2725,"CRAWDAUNT molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this POKéMON hides in its streambed burrow to avoid attack from its foes."
2726,"Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this Pokémon hides in its streambed burrow to avoid attack from its foes."
2727,"Its temperament is rough and it loves to fight, but as soon as its pincers break off, it turns cowardly. It stays timid until they grow back."
2728,A rough customer that wildly flails its giant claws. It is said to be extremely hard to raise.
2729,It is a ruffian that uses its pincers to pick up and toss out other Pokémon from its pond.
2730,"Crawdaunt has an extremely violent nature that compels it to challenge other living things to battle. Other life-forms refuse to live in ponds inhabited by this Pokémon, making them desolate places."
2731,"CRAWDAUNT has an extremely violent nature that compels it to challenge other living things to battle. Other life-forms refuse to live in ponds inhabited by this POKéMON, making them desolate places."
2732,A brutish Pokémon that loves to battle. It will crash itself into any foe that approaches its nest.
2733,A brutish POKéMON that loves to battle. A veteran CRAWDAUNT that has prevailed in hundreds of battles has giant pincers marked with countless scars.
2734,"Its pincers often fall off. Unlike with Crabrawler or Clauncher, the meat in its claws is utterly nasty and stinking."
2735,"Its short wings make flying difficult. Instead, this POKéMON runs at high speed on developed legs."
2736,"Even while eating or sleeping, one of the heads remains always vigilant for any sign of danger. When threatened, it flees at over 60 miles per hour."
2737,"It lives on a grassy plain where it can see a long way. If it sees an enemy, it runs away at 60 mph."
2738,"It races through grassy plains with powerful strides, leaving footprints up to four inches deep."
2739,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.
2740,"By alternately raising and lowering its two heads, it balances itself to be more stable while running."
2741,A two-headed POKéMON that was discovered as a sudden mutation. It runs at a pace of over 60 miles per hour.
2742,"Doduo’s two heads never sleep at the same time. Its two heads take turns sleeping, so one head can always keep watch for enemies while the other one sleeps."
2743,"DODUO’s two heads contain completely identical brains. A scientific study reported that on rare occasions, there will be examples of this POKéMON possessing different sets of brains."
2744,"Doduo’s two heads contain completely identical brains. A scientific study reported that on rare occasions, there will be examples of this Pokémon possessing different sets of brains."
2745,The brains in its two heads appear to communicate emotions to each other with a telepathic power.
2746,A two-headed Pokémon that was discovered as a sudden mutation. It runs at a pace of over 60 miles per hour.
2747,"DODUO’s two heads never sleep at the same time. Its two heads take turns sleeping, so one head can always keep watch for enemies while the other one sleeps."
2748,"The faster the units at its sides rotate, the greater the magnetic force they generate."
2749,"It’s frequently the cause of power outages, which is why some power plants send out electrical signals that it can’t stand."
2750,Magnemite floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity. This Pokémon becomes incapable of flight if its internal electrical supply is depleted.
2751,It is attracted by electromagnetic waves. It may approach Trainers if they are using their Pokégear.
2752,It moves while constantly hovering. It discharges Thunder Wave and so on from the units at its sides.
2753,They gather in places where electricity is available. They can be found clinging to the steel towers used to support power lines.
2754,It is attracted by electromagnetic waves. It may approach trainers if they are using their POKéGEAR.
2755,"Perhaps because electrical lines are often buried these days, the number of Magnemite attacks on power plants has increased."
2756,It is born with the ability to defy gravity. It floats in air on powerful electromagnetic waves.
2757,"The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float."
2758,Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.
2759,"Magnemite attaches itself to power lines to feed on electricity. If your house has a power outage, check your circuit breakers. You may find a large number of this Pokémon clinging to the breaker box."
